time,gFx,gFy,gFz,TgF
539.297224222,-0.1344,0.8672,0.6444,1.076
540.297536681,0.0479,0.7279,0.6419,0.958
541.303562154,0.0401,0.9305,0.6146,1.102
542.30270103,-0.0895,0.8433,0.6463,1.053
543.298518291,-0.0761,0.8720,0.5803,1.037
544.298841086,-0.0092,0.8294,0.6053,1.013
545.299212099,0.0417,0.7109,0.7054,0.988
546.29958006,-0.0484,0.8459,0.5420,0.993
547.299915754,-0.0405,0.7218,0.7509,1.029
548.300471866,-0.0043,0.7523,0.6288,0.967
549.300856144,-0.1126,0.8144,0.6023,1.006
550.300980697,-0.0629,0.8391,0.5752,1.006
551.300906682,-0.0355,0.8346,0.4826,0.952
552.301225408,-0.0429,0.8535,0.4470,0.952
553.301695461,-0.0610,0.8113,0.5711,0.981
554.302265285,-0.1303,0.8279,0.5497,0.990
555.302350287,-0.0869,0.8391,0.5587,0.999
556.303755724,-0.1068,0.8296,0.4274,0.927
557.316435575,0.0121,0.8440,0.5745,1.007
558.30313927,-0.0628,0.9327,0.4435,1.022
559.304026274,-0.0397,0.8659,0.5145,0.995
560.304127145,-0.0992,0.7468,0.5521,0.921
561.304365915,-0.0812,0.8570,0.6618,1.073
562.304674428,-0.1043,0.7968,0.6025,0.991
563.305042918,-0.1000,0.7933,0.5859,0.978
564.305488923,-0.0296,0.8100,0.6484,1.024
565.305758129,0.0044,1.0079,0.7047,1.216
566.3060264,-0.0540,0.7960,0.5025,0.930
567.306401929,-0.1229,0.8128,0.5917,1.000
568.306909498,-0.0101,0.8914,0.6336,1.080
569.307041945,-0.0115,0.8799,0.4779,0.988
570.307324294,-0.1110,0.8136,0.5059,0.952
571.316491083,0.0098,0.8133,0.6288,1.014
572.30814595,-0.0282,0.8328,0.6225,1.027
573.308721268,-0.0835,0.8435,0.5622,1.004
574.308948685,0.1061,0.8065,0.7129,1.067
575.309404212,-0.0090,0.7343,0.7182,1.013
576.309708859,0.0017,0.7577,0.7092,1.024
577.310178505,-0.0297,0.8074,0.6461,1.021
578.310456418,-0.0156,0.7688,0.6220,0.975
579.310694863,-0.0024,0.7287,0.6710,0.977
580.311022582,-0.0213,0.7981,0.6778,1.034
581.31140869,-0.0639,0.8346,0.5983,1.016
582.311698404,-0.0485,0.8233,0.5608,0.984
583.312274089,-0.0748,0.8326,0.5686,0.998
584.318891602,-0.0446,0.8301,0.5593,0.989
585.316332439,-0.0490,0.8286,0.5496,0.982
586.31269568,-0.0693,0.8439,0.5866,1.017
587.313289553,-0.0572,0.8184,0.5706,0.986
588.313641848,-0.0484,0.8375,0.5851,1.009
589.313740766,-0.0631,0.8262,0.5633,0.989
590.314428755,-0.0505,0.8320,0.5569,0.989
591.314359094,-0.0515,0.8325,0.5555,0.989
592.314807011,-0.0635,0.8359,0.5852,1.009
593.31554098,-0.0577,0.8354,0.5731,1.001
594.315841395,-0.0524,0.8349,0.5623,0.995
595.316215053,-0.0457,0.8206,0.5537,0.978
596.316451097,-0.0461,0.8372,0.5623,0.996
597.316765184,-0.0549,0.8265,0.5522,0.982
598.318723355,-0.0568,0.8324,0.5697,0.997
599.317573738,-0.0559,0.8143,0.5582,0.976
600.318089527,-0.0543,0.8374,0.5999,1.018
601.31853602,-0.0470,0.8256,0.5789,0.996
602.318826629,-0.0750,0.8475,0.5175,0.983
603.319264821,-0.0964,0.8617,0.5057,0.991
604.3196928,-0.1642,0.9474,0.3212,1.003
605.320037893,-0.1001,0.9446,0.4096,1.022
606.320298188,-0.0458,0.9040,0.4487,0.998
607.320548758,-0.1098,0.9894,0.5593,1.129
608.32079233,-0.0684,0.8249,0.4357,0.923
609.321259249,0.0974,1.1074,0.5456,1.225
610.32154937,-0.0427,0.9560,0.5150,1.074
611.325219374,-0.0806,0.8497,0.5803,1.019
612.322202488,0.1009,1.2423,0.8504,1.495
613.322660212,-0.0052,0.8537,0.6569,1.064
614.323020604,-0.0853,0.7250,0.5062,0.875
615.323468318,-0.0233,0.9231,0.6535,1.118
616.32396604,-0.1223,0.8133,0.6410,1.030
617.32428855,-0.0848,0.9177,0.6133,1.094
618.324661516,-0.0444,0.8181,0.4586,0.926
619.324983416,-0.1014,0.8651,0.4739,0.979
620.325212665,-0.0388,0.9175,0.5260,1.045
621.325714293,0.0184,0.8330,0.5980,1.012
622.326017597,-0.0420,0.8248,0.6037,1.010
623.326404113,0.0011,0.8913,0.6474,1.088
624.326654032,-0.0148,0.9232,0.6954,1.142
625.326852804,0.0474,0.9054,0.6286,1.089
626.32721991,-0.0035,0.8477,0.5961,1.023
627.327430319,-0.0651,0.8647,0.5202,0.998
628.335824648,-0.0841,0.9196,0.3897,0.990
629.328131777,-0.0354,0.8842,0.5126,1.010
630.328638613,-0.0168,0.9226,0.6696,1.127
631.328885725,-0.0432,0.7471,0.5541,0.918
632.329497867,0.1200,0.7867,0.6507,1.014
633.329882878,-0.0361,0.7406,0.4776,0.869
634.330367823,-0.0643,0.8665,0.6380,1.065
635.330641301,-0.0307,0.7771,0.6288,0.987
636.330493068,-0.0183,0.8471,0.7061,1.089
637.330825262,0.0046,0.8162,0.6722,1.044
638.331166816,-0.1027,0.8773,0.6487,1.083
639.331361681,0.0276,0.8162,0.7146,1.071
640.331574369,-0.0040,0.7725,0.5903,0.959
641.33171593,-0.0510,0.7963,0.6862,1.039
642.339149565,0.0093,0.8605,0.6066,1.039
643.332251413,-0.0496,0.7715,0.5130,0.915
644.33274889,0.0110,0.8006,0.7083,1.055
645.33315921,0.0153,0.8123,0.6746,1.042
646.333572418,-0.0274,0.7667,0.5943,0.957
647.33398815,-0.0415,0.8064,0.6027,0.994
648.33431363,-0.0651,0.8433,0.5280,0.984
649.334611523,-0.2011,0.8757,0.5170,1.025
650.3351396,-0.0820,0.8777,0.5556,1.029
651.335458326,0.0023,0.8511,0.5394,0.994
652.336176344,-0.0261,0.8007,0.6958,1.047
653.336037388,0.0088,0.8068,0.6216,1.005
654.345454055,0.0027,0.7299,0.7079,1.003
655.336849075,-0.0642,0.8055,0.6496,1.023
656.337522375,0.0059,0.6971,0.6678,0.951
657.338183955,-0.0680,0.8229,0.5369,0.972
658.338536861,-0.0250,0.8478,0.5658,1.006
659.338833859,-0.0698,0.8338,0.5729,1.001
660.339109291,-0.0654,0.8093,0.5906,0.991
661.339713092,-0.0993,0.8399,0.4794,0.960
662.339932208,-0.0399,0.9936,0.4201,1.067
663.340088174,-0.1441,0.9485,0.5089,1.074
664.340268106,-0.0505,0.8858,0.4989,1.005
665.340747761,-0.1097,0.9959,0.5777,1.144
666.351669881,-0.0662,0.8916,0.4756,1.000
667.340979696,-0.1595,0.9059,0.7412,1.168
668.341230917,-0.0632,0.8886,0.5146,1.016
669.341558066,-0.0711,0.7939,0.5187,0.938
670.341707603,0.0014,0.6715,0.6403,0.914
671.34209774,0.0169,0.7206,0.7685,1.040
672.342644412,-0.0110,0.7893,0.6940,1.037
673.34262008,-0.0536,0.8181,0.6525,1.034
674.342725712,0.0002,0.8466,0.5503,0.996
675.342870203,0.0142,0.8526,0.6506,1.059
676.344704391,-0.0262,0.8982,0.4906,1.011
677.343460861,-0.0589,0.9344,0.4909,1.044
678.356177415,-0.0781,0.8502,0.5807,1.019
679.343928595,0.0367,0.8083,0.6932,1.052
680.344375088,-0.0532,0.7722,0.4526,0.884
681.344810106,-0.0269,0.8366,0.6192,1.028
682.345259814,-0.0206,0.7696,0.5933,0.958
683.3453698,-0.0068,0.7711,0.6317,0.983
684.34602719,-0.0071,0.7274,0.7129,1.005
685.34629839,0.0318,0.7697,0.6784,1.013
686.346691579,0.0065,0.7410,0.7127,1.014
687.346818288,-0.0333,0.8541,0.5678,1.013
688.347183564,-0.0140,0.8310,0.5212,0.968
689.351052217,-0.0859,0.8922,0.5643,1.046
690.347874076,-0.0789,0.8989,0.4877,1.013
691.348268933,-0.0765,0.8495,0.4447,0.949
692.348598157,-0.0701,0.8769,0.4737,0.986
693.348955173,-0.0392,0.9905,0.3529,1.040
694.349232273,-0.0461,0.8319,0.6649,1.053
695.349776259,-0.1194,0.9463,0.4344,1.036
696.350151015,-0.0637,0.9580,0.4692,1.056
697.350502619,-0.0573,0.9818,0.6448,1.163
698.350746638,-0.0889,0.9772,0.5266,1.101
699.351020849,-0.0614,0.8367,0.6201,1.030
700.351557552,-0.0383,0.8394,0.5348,0.983
701.355279355,-0.0889,0.8435,0.5622,1.005
702.353492327,-0.0375,1.1995,1.0241,1.564
703.352462705,-0.0797,0.8482,0.5334,0.992
704.352687803,-0.0328,0.7926,0.5663,0.961
705.35301308,-0.0256,0.9314,0.8346,1.237
706.353454365,0.0042,0.6192,0.5860,0.839
707.353768575,-0.0428,1.0021,0.7640,1.247
708.354190857,-0.1188,0.8092,0.5006,0.946
709.354450827,-0.0553,0.8859,0.5281,1.020
710.354719097,-0.0020,0.9307,0.7273,1.167
711.355423321,-0.0762,0.8254,0.5603,0.987
712.355753969,-0.0823,0.8604,0.4690,0.971
713.356058739,0.1511,1.1673,0.6759,1.343
714.358437238,-0.0401,0.6851,0.7591,1.010
715.356827538,0.0068,0.9015,0.6043,1.072
716.357099796,-0.1391,0.8073,0.5753,0.988
717.357305201,-0.0985,0.4733,0.4044,0.617
718.357876775,-0.0692,0.6559,0.3868,0.752
719.358537908,-0.0007,0.7864,0.7120,1.047
720.358612087,0.0702,0.7384,0.6507,0.973
721.359063544,0.0577,0.7790,0.6948,1.031
722.359360948,-0.0568,0.8720,0.6817,1.095
723.359876045,-0.0786,0.9093,0.5490,1.052
724.360016874,0.0679,0.8021,0.4894,0.928
725.360361804,-0.1815,0.9276,0.3714,1.004
726.364660104,-0.0958,0.7271,0.5670,0.914
727.363390492,-0.0104,0.8589,0.5473,1.005
728.376024159,-0.0091,0.8438,0.3701,0.909
729.361925527,-0.0140,0.8559,0.5206,0.989
730.362364452,-0.0773,1.0024,0.4890,1.105
731.362662426,-0.0020,0.9283,0.5969,1.090
732.363146883,-0.0286,0.9071,0.5081,1.027
733.363342684,-0.1038,0.7826,0.4956,0.919
734.364139844,-0.0211,0.9609,0.5534,1.096
735.36467907,-0.0795,0.9025,0.5969,1.072
736.364596795,-0.0162,0.8936,0.5529,1.038
737.364930739,0.0335,0.9032,0.7154,1.139
738.365230707,-0.0870,0.7611,0.7032,1.027
739.365694412,0.0917,1.0470,0.6059,1.199
740.366254797,-0.0239,1.0747,0.7166,1.279
741.366723751,-0.0878,0.7719,0.4746,0.898
742.377245765,0.0225,0.7810,0.6461,1.000
743.375520423,0.0145,0.7693,0.8903,1.163
744.367707476,-0.0274,0.6880,0.7781,1.025
745.368147947,0.0352,0.6597,0.8482,1.061
746.368535968,0.1063,0.6311,0.9753,1.152
747.369039427,0.1927,0.6446,0.7027,0.958
748.369367105,-0.0486,0.7155,0.8349,1.087
749.369621134,0.0685,0.7093,0.7323,1.008
750.3698986,0.0540,0.7167,0.7459,1.022
751.370016765,0.0219,0.7338,0.7678,1.048
752.371230144,-0.0103,0.7760,0.6229,0.982
753.371047121,-0.0324,0.8443,0.5523,0.996
754.371274294,-0.0612,0.8253,0.5584,0.985
755.379800703,-0.0124,0.8530,0.5493,1.001
756.371784712,-0.0300,0.8339,0.5432,0.982
757.372230961,-0.0129,0.8427,0.5533,0.995
758.372514164,-0.0178,0.8535,0.5620,1.009
759.372863367,-0.0231,0.8383,0.5661,0.998
760.373230026,-0.0348,0.8482,0.5762,1.013
761.373482956,-0.0314,0.8448,0.5748,1.009
762.373806972,-0.0201,0.8452,0.5811,1.012
763.374413296,-0.0474,0.8457,0.5758,1.011
764.374629483,-0.0626,0.8330,0.5642,0.995
765.374785815,-0.0518,0.8487,0.5748,1.013
766.375089974,-0.0510,0.8193,0.5560,0.978
767.375245288,-0.0241,0.8379,0.5514,0.990
768.375800343,-0.0246,0.8281,0.5637,0.989
769.38142046,-0.0416,0.8379,0.5593,0.995
770.378741669,-0.0338,0.8521,0.5630,1.009
771.391859914,-0.0480,0.8389,0.5642,0.999
772.376852998,-0.0465,0.8526,0.5650,1.011
773.377143973,-0.0368,0.8349,0.5505,0.987
774.377709973,-0.0261,0.8393,0.5548,0.993
775.378247734,-0.0392,0.8383,0.5510,0.991
776.378649671,-0.0231,0.8477,0.5625,1.004
777.378673028,-0.0485,0.8535,0.5650,1.012
778.379044976,-0.0333,0.8443,0.5645,1.003
779.379520848,-0.0290,0.8384,0.5578,0.994
780.379865086,-0.0173,0.8466,0.5426,0.992
781.380049901,-0.0581,0.8585,0.5854,1.028
782.380425634,-0.0538,0.8233,0.5599,0.984
783.383929907,-0.0397,0.8238,0.5471,0.976
784.39866176,-0.0298,0.8346,0.5802,1.003
785.381259498,-0.0226,0.8472,0.5372,0.990
786.38160451,-0.0636,0.8629,0.5454,1.010
787.382196714,-0.1746,1.0679,0.2261,1.095
788.382629698,-0.0880,1.1405,0.1629,1.145
789.382765604,-0.0811,0.9677,0.2154,0.984
790.383134826,-0.2082,0.8172,0.1492,0.847
791.383654561,-0.0494,0.9475,0.3831,1.011
792.383942241,-0.0855,0.9758,0.3552,1.030
793.384214784,-0.1195,0.9745,0.3972,1.047
794.384616436,-0.0400,0.9236,0.4246,1.005
795.384886985,-0.0758,0.8584,0.5329,1.000
796.388873436,0.0095,0.8359,0.5386,0.981
797.402723249,-0.1298,0.9801,0.5570,1.122
798.385824934,0.0357,0.7352,0.5159,0.885
799.386160262,-0.0159,0.8905,0.5017,1.009
800.386964421,-0.1273,0.7148,0.4869,0.862
801.386877344,-0.0459,0.8050,0.4475,0.909
802.387260971,-0.0591,0.7830,0.4409,0.888
803.38749144,-0.0893,0.9533,0.5745,1.104
804.387906928,-0.0291,0.9373,0.6656,1.137
805.388024523,-0.0985,0.7309,0.4945,0.875
806.388162096,-0.0348,1.0072,0.6690,1.196
807.388611234,0.0761,1.1203,0.4086,1.182
808.389242501,-0.0370,0.9748,0.6171,1.141
809.389147083,-0.1911,0.7071,0.5139,0.883
810.392741444,0.0966,1.0513,0.5962,1.199
811.39017455,0.0576,0.8683,0.6459,1.070
812.390344961,0.0190,0.8375,0.6195,1.028
813.389913565,-0.0071,0.8734,0.5111,0.999
814.39017447,0.0068,0.7804,0.6458,0.999
815.390303214,-0.0264,0.8433,0.5904,1.016
816.390529777,0.2756,0.9414,0.4986,1.086
817.390581047,-0.1773,0.8414,0.5499,1.008
818.391625359,-0.1072,0.7509,0.5202,0.907
819.39105228,-0.0248,0.8362,0.5062,0.965
820.391359735,-0.0963,0.6818,0.4394,0.804
821.39154748,-0.0555,0.8634,0.6707,1.081
822.391993973,-0.0328,1.0076,0.7285,1.230
823.392032913,-0.0273,0.7989,0.6653,1.026
824.392245357,0.0152,0.6732,0.4129,0.776
825.392662065,0.0006,0.9644,0.6587,1.154
826.392698076,0.0474,0.8140,0.7162,1.071
827.403892087,-0.0248,0.8672,0.6824,1.090
828.401903277,0.1098,0.7498,0.4003,0.843
829.393364948,-0.0727,0.7384,0.5091,0.887
830.393575479,-0.1151,0.7454,0.5316,0.910
831.394132283,-0.1364,0.8705,0.5341,1.018
832.394595133,0.0491,0.7879,0.6385,1.001
833.394455119,-0.0284,0.8700,0.6083,1.049
834.394567709,-0.0117,0.8100,0.6472,1.023
835.394716025,-0.0277,0.7439,0.5601,0.918
836.395009889,0.0001,0.8492,0.6907,1.081
837.395250531,-0.0351,0.8228,0.6618,1.043
838.395489464,-0.0736,0.8235,0.5186,0.963
839.395799075,0.0743,0.8412,0.8697,1.198
840.396142663,-0.1803,0.7167,0.5446,0.906
841.396357996,-0.0031,0.7065,0.6231,0.928
842.396639083,0.0524,0.7946,0.7231,1.062
843.39686471,0.0821,0.7174,0.7328,1.015
844.40030921,-0.0092,0.6852,0.7134,0.975
845.398203701,0.0213,0.7547,0.7843,1.075
846.397490526,0.0322,0.6997,0.6898,0.969
847.398131029,0.0302,0.7691,0.6659,1.004
848.398448331,0.0153,0.7351,0.7304,1.022
849.398703499,0.0059,0.7862,0.6897,1.032
850.399245777,-0.0255,0.8388,0.5885,1.012
851.399280852,-0.0573,0.8339,0.5653,0.996
852.399598764,-0.0285,0.8520,0.5568,1.005
853.400029103,-0.0192,0.8485,0.5645,1.006
854.400319875,-0.0524,0.8324,0.5540,0.988
855.400604829,-0.0567,0.8277,0.5891,1.004
856.400834199,-0.0578,0.8276,0.5590,0.987
857.403039522,-0.0286,0.8222,0.5506,0.977
858.416683158,-0.0554,0.8256,0.5551,0.983
859.402304253,-0.0549,0.8232,0.5526,0.980
860.402711927,-0.0334,0.8398,0.5558,0.994
861.40297678,-0.0397,0.8506,0.5621,1.007
862.403363336,-0.0514,0.8291,0.5520,0.984
863.403650324,-0.0387,0.8521,0.5620,1.008
864.404054499,-0.0353,0.8345,0.5563,0.990
865.404323299,-0.0202,0.8404,0.5499,0.991
866.404592383,-0.0250,0.8458,0.5606,1.002
867.41132627,-0.0343,0.8360,0.5640,0.996
868.409264421,-0.0192,0.8574,0.5429,1.002
869.42389166,-0.0402,0.7672,0.5675,0.942
870.405763771,-0.0518,0.8332,0.5788,1.003
871.40594175,-0.0377,0.8410,0.5718,1.004
872.406360859,-0.0415,0.8532,0.5849,1.022
873.406539367,-0.0465,0.8429,0.5674,1.004
874.406881693,-0.0567,0.8341,0.5539,0.990
875.407159241,-0.0402,0.8326,0.5514,0.986
876.407493836,-0.0504,0.8375,0.5534,0.992
877.407829815,-0.0319,0.8399,0.5606,0.997
878.408071637,-0.0159,0.8252,0.5407,0.973
879.408364524,-0.0075,0.8540,0.5629,1.009
880.413347883,-0.0416,0.8419,0.5723,1.006
881.409456404,-0.0387,0.8384,0.5582,0.995
882.40972146,-0.0274,0.8409,0.5894,1.014
883.409889998,-0.0508,0.8507,0.5820,1.019
884.410209213,-0.0367,0.8408,0.5558,0.995
885.41066124,-0.0236,0.8590,0.5741,1.020
886.410967596,-0.0445,0.8448,0.5835,1.014
887.411391343,-0.0552,0.8492,0.5767,1.015
888.411751817,-0.0737,0.8571,0.5894,1.030
889.411952257,-0.0440,0.8307,0.5705,0.995
890.412386136,-0.0553,0.8745,0.5341,1.013
891.412736234,-0.0884,0.9641,0.3713,1.025
892.41786685,-0.1514,0.9680,0.3243,1.021
893.414895619,-0.1162,0.9511,0.2361,0.976
894.413881337,-0.1969,0.8820,0.3289,0.951
895.414296946,-0.1790,1.0368,0.5435,1.172
896.415196564,-0.1226,0.8347,0.3842,0.915
897.415076285,-0.1456,1.0356,0.4509,1.127
898.415759553,-0.1651,0.9132,0.4947,1.039
899.416127026,-0.0250,0.8341,0.5874,1.007
900.416391594,-0.1141,1.0661,0.5679,1.201
901.416631788,-0.1265,1.0991,0.6339,1.262
902.416974806,-0.0618,0.9770,0.4564,1.068
903.417239292,-0.0554,0.8516,0.5231,0.988
904.41750504,-0.1281,0.9068,0.4761,1.020
905.417826736,0.0135,0.8164,0.5695,0.982
906.418286209,-0.0560,0.9172,0.6113,1.090
907.418177974,-0.0209,0.6773,0.3641,0.756
908.418351721,-0.0917,0.8108,0.6186,1.011
909.418663774,-0.1729,0.8404,0.5041,0.983
910.41916113,-0.0327,0.7733,0.4642,0.889
911.419420163,-0.0335,0.8850,0.6675,1.096
912.41962805,-0.0541,0.8449,0.6094,1.030
913.420079873,-0.0813,0.8119,0.5026,0.945
914.420245726,-0.0834,0.7260,0.4949,0.870
915.420667643,-0.1569,1.0545,0.5916,1.207
916.427830159,-0.0172,0.8789,0.5628,1.030
917.425316163,0.0911,0.7672,0.4468,0.879
918.421618653,0.0186,0.6429,0.5426,0.828
919.421965211,-0.0704,0.6788,0.5898,0.889
920.422543418,-0.1024,0.9508,0.5844,1.108
921.423175255,-0.0588,0.7744,0.5330,0.929
922.423504804,-0.0635,0.8015,0.4417,0.905
923.423856082,0.0286,0.8530,0.5555,1.005
924.42406877,-0.0973,0.8858,0.5147,1.016
925.424433232,-0.0764,0.9041,0.6723,1.116
926.424965011,-0.1089,0.6061,0.6250,0.864
927.425217657,-0.1622,0.8588,0.6685,1.088
928.42547608,-0.1922,0.8474,0.5825,1.034
929.429757127,-0.0289,0.7395,0.4635,0.860
930.42794593,-0.0496,0.9217,0.6532,1.117
931.426630053,-0.1445,0.8771,0.5612,1.039
932.427266772,-0.0422,0.7359,0.3847,0.819
933.427531055,-0.0391,0.7177,0.3186,0.774
934.42788628,0.0186,0.8379,0.3506,0.896
935.428138071,-0.2724,0.8190,0.5012,0.987
936.428610687,-0.1411,0.9599,0.6931,1.180
937.428875132,-0.0361,0.8806,0.4654,0.984
938.429236664,-0.0476,0.7949,0.5285,0.943
939.429486177,-0.0708,0.9420,0.5581,1.084
940.429821301,-0.1144,0.8227,0.6945,1.070
941.430507865,-0.0659,0.9575,0.7328,1.194
942.430992648,-0.1287,0.8707,0.7746,1.159
943.430977552,-0.0574,0.7656,0.5238,0.916
944.441769789,0.0240,0.7731,0.6736,1.012
945.431875706,-0.0300,0.6720,0.4046,0.772
946.432376805,0.1182,0.6547,0.5869,0.873
947.432627619,0.0131,0.7116,0.4621,0.835
948.432978287,-0.2336,0.7786,0.6192,1.010
949.43363645,-0.1257,0.6265,0.5265,0.815
950.434005672,-0.0286,0.7727,0.6951,1.026
951.434445533,0.0405,0.7172,0.8166,1.074
952.434740984,0.2464,0.7977,0.8612,1.185
953.434985736,0.3651,0.7504,0.4603,0.939
954.435327696,0.2914,0.9935,0.3826,1.090
955.435894469,0.3137,0.9707,0.4919,1.119
956.436130635,0.1050,0.9985,0.3350,1.046
957.44499294,-0.0822,0.9049,0.3665,0.968
958.441815776,0.0074,0.8993,0.5017,1.017
959.437007711,-0.0405,0.8683,0.6140,1.051
960.437570049,-0.0355,0.8137,0.6681,1.040
961.437871116,-0.0037,0.7498,0.6991,1.011
962.438448183,0.0490,0.6741,0.7220,0.975
963.438706973,0.0800,0.7182,0.8228,1.081
964.439000023,-0.0874,0.7333,0.4700,0.863
965.439202661,-0.0577,0.9626,0.3771,1.023
966.440359033,-0.0528,0.9343,0.3876,1.001
967.440095077,-0.0947,0.8202,0.4334,0.920
968.452186956,-0.0168,0.7920,0.5488,0.950
969.440479111,-0.0611,0.8110,0.7353,1.083
970.440881089,-0.0481,0.7723,0.6966,1.028
971.441392157,0.0856,0.6149,0.9356,1.109
972.441723701,-0.0062,1.1887,1.0723,1.587
973.442093086,-0.0833,0.8651,0.4612,0.971
974.442355375,0.0947,0.8182,0.5224,0.961
975.443038399,0.2329,0.9104,0.5364,1.068
976.443240996,0.2795,0.8267,0.5038,0.993
977.443698435,0.2282,1.0098,0.4202,1.104
978.444137034,0.0049,0.9330,0.4658,1.030
979.444338939,0.0216,0.9765,0.4732,1.072
980.45812023,0.0474,0.9496,0.4709,1.048
981.455513093,-0.1633,0.8205,0.3010,0.878
982.445135734,0.0150,0.7418,0.6002,0.940
983.445805941,-0.0704,0.8637,0.6804,1.088
984.446181837,0.1025,0.8054,0.6827,1.047
985.446356601,-0.0067,0.7196,0.7037,0.993
986.446735548,0.0731,0.6153,0.6414,0.878
987.447285476,-0.3479,0.7374,0.8716,1.182
988.447558425,-0.4180,0.5411,0.6162,0.911
989.448087519,-0.1897,0.7620,0.6016,0.977
990.448338659,-0.1177,0.7202,0.7274,1.017
991.448622636,-0.0203,0.6117,0.7148,0.927
992.448944943,0.0349,0.6982,0.7461,1.008
993.449219886,-0.0604,0.9270,0.5951,1.090
994.458942055,-0.0440,0.8327,0.5582,0.990
995.450166746,-0.0436,0.8371,0.5562,0.993
996.450411538,-0.0396,0.8356,0.5811,1.005
997.450768594,-0.0172,0.8082,1.0527,1.314
998.450853067,-0.8761,-0.5582,0.9391,1.401
999.451215657,0.0490,1.0010,-0.1599,1.007
1000.451539836,-1.0796,0.6652,-0.3785,1.326
1001.451889812,-0.7674,0.0547,0.4820,0.907
1002.452335613,-0.9671,0.6363,0.9896,1.516
1003.452683473,-0.0860,0.2878,1.2716,1.295
1004.45302226,0.1672,0.2632,0.8560,0.898
